███████▋| 38693/40000 [3:02:40<06:24,  3.40it/s, train/grad_norm=1.22, train/loss=0.0135, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38694/40000 [3:02:40<05:57,  3.65it/s, train/grad_norm=1.22, train/loss=0.0135, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38694/40000 [3:02:40<05:57,  3.65it/s, train/grad_norm=1.16, train/loss=0.0277, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38695/40000 [3:02:41<05:38,  3.85it/s, train/grad_norm=1.16, train/loss=0.0277, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38695/40000 [3:02:41<05:38,  3.85it/s, train/grad_norm=1.36, train/loss=0.0233, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38696/40000 [3:02:41<05:25,  4.00it/s, train/grad_norm=1.36, train/loss=0.0233, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38696/40000 [3:02:41<05:25,  4.00it/s, train/grad_norm=2.92, train/loss=0.0209, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38697/40000 [3:02:41<05:16,  4.12it/s, train/grad_norm=2.92, train/loss=0.0209, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38697/40000 [3:02:41<05:16,  4.12it/s, train/grad_norm=3.59, train/loss=0.0332, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38698/40000 [3:02:41<05:10,  4.19it/s, train/grad_norm=3.59, train/loss=0.0332, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38698/40000 [3:02:41<05:10,  4.19it/s, train/grad_norm=2.15, train/loss=0.0248, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38699/40000 [3:02:42<05:06,  4.24it/s, train/grad_norm=2.15, train/loss=0.0248, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38699/40000 [3:02:42<05:06,  4.24it/s, train/grad_norm=1.72, train/loss=0.0327, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38700/40000 [3:02:42<05:47,  3.74it/s, train/grad_norm=1.72, train/loss=0.0327, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38700/40000 [3:02:42<05:47,  3.74it/s, train/grad_norm=1.3, train/loss=0.0124, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38701/40000 [3:02:42<07:15,  2.98it/s, train/grad_norm=1.3, train/loss=0.0124, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38701/40000 [3:02:42<07:15,  2.98it/s, train/grad_norm=1.06, train/loss=0.0163, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38702/40000 [3:02:43<06:34,  3.29it/s, train/grad_norm=1.06, train/loss=0.0163, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38702/40000 [3:02:43<06:34,  3.29it/s, train/grad_norm=3.63, train/loss=0.0263, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38703/40000 [3:02:43<06:04,  3.56it/s, train/grad_norm=3.63, train/loss=0.0263, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38703/40000 [3:02:43<06:04,  3.56it/s, train/grad_norm=2.11, train/loss=0.0133, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38704/40000 [3:02:43<05:42,  3.79it/s, train/grad_norm=2.11, train/loss=0.0133, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38704/40000 [3:02:43<05:42,  3.79it/s, train/grad_norm=2.06, train/loss=0.025, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38705/40000 [3:02:43<05:26,  3.97it/s, train/grad_norm=2.06, train/loss=0.025, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38705/40000 [3:02:43<05:26,  3.97it/s, train/grad_norm=1.53, train/loss=0.0306, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38706/40000 [3:02:44<05:15,  4.10it/s, train/grad_norm=1.53, train/loss=0.0306, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38706/40000 [3:02:44<05:15,  4.10it/s, train/grad_norm=1.65, train/loss=0.0183, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38707/40000 [3:02:44<05:07,  4.20it/s, train/grad_norm=1.65, train/loss=0.0183, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38707/40000 [3:02:44<05:07,  4.20it/s, train/grad_norm=2.36, train/loss=0.024, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38708/40000 [3:02:44<05:02,  4.27it/s, train/grad_norm=2.36, train/loss=0.024, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38708/40000 [3:02:44<05:02,  4.27it/s, train/grad_norm=1.65, train/loss=0.025, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38709/40000 [3:02:44<05:00,  4.30it/s, train/grad_norm=1.65, train/loss=0.025, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38709/40000 [3:02:44<05:00,  4.30it/s, train/grad_norm=2.45, train/loss=0.0408, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38710/40000 [3:02:45<05:57,  3.61it/s, train/grad_norm=2.45, train/loss=0.0408, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38710/40000 [3:02:45<05:57,  3.61it/s, train/grad_norm=1.97, train/loss=0.014, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38711/40000 [3:02:45<07:41,  2.79it/s, train/grad_norm=1.97, train/loss=0.014, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38711/40000 [3:02:45<07:41,  2.79it/s, train/grad_norm=2.47, train/loss=0.0185, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38712/40000 [3:02:45<07:10,  2.99it/s, train/grad_norm=2.47, train/loss=0.0185, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38712/40000 [3:02:45<07:10,  2.99it/s, train/grad_norm=3, train/loss=0.0279, train/lr=4.84e-6]   
Steps:  97%|█████████▋| 38713/40000 [3:02:46<06:28,  3.31it/s, train/grad_norm=3, train/loss=0.0279, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38713/40000 [3:02:46<06:28,  3.31it/s, train/grad_norm=0.83, train/loss=0.014, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38714/40000 [3:02:46<05:59,  3.58it/s, train/grad_norm=0.83, train/loss=0.014, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38714/40000 [3:02:46<05:59,  3.58it/s, train/grad_norm=3.96, train/loss=0.035, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38715/40000 [3:02:46<05:38,  3.79it/s, train/grad_norm=3.96, train/loss=0.035, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38715/40000 [3:02:46<05:38,  3.79it/s, train/grad_norm=3.66, train/loss=0.0306, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38716/40000 [3:02:46<05:24,  3.96it/s, train/grad_norm=3.66, train/loss=0.0306, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38716/40000 [3:02:46<05:24,  3.96it/s, train/grad_norm=2.12, train/loss=0.021, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38717/40000 [3:02:47<05:14,  4.08it/s, train/grad_norm=2.12, train/loss=0.021, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38717/40000 [3:02:47<05:14,  4.08it/s, train/grad_norm=2.13, train/loss=0.0279, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38718/40000 [3:02:47<05:06,  4.18it/s, train/grad_norm=2.13, train/loss=0.0279, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38718/40000 [3:02:47<05:06,  4.18it/s, train/grad_norm=1.88, train/loss=0.0214, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38719/40000 [3:02:47<05:01,  4.24it/s, train/grad_norm=1.88, train/loss=0.0214, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38719/40000 [3:02:47<05:01,  4.24it/s, train/grad_norm=1.53, train/loss=0.0361, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38720/40000 [3:02:47<06:02,  3.53it/s, train/grad_norm=1.53, train/loss=0.0361, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38720/40000 [3:02:47<06:02,  3.53it/s, train/grad_norm=1.3, train/loss=0.0156, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38721/40000 [3:02:48<07:40,  2.78it/s, train/grad_norm=1.3, train/loss=0.0156, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38721/40000 [3:02:48<07:40,  2.78it/s, train/grad_norm=1.36, train/loss=0.0208, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38722/40000 [3:02:48<06:50,  3.11it/s, train/grad_norm=1.36, train/loss=0.0208, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38722/40000 [3:02:48<06:50,  3.11it/s, train/grad_norm=3.35, train/loss=0.0252, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38723/40000 [3:02:48<06:13,  3.42it/s, train/grad_norm=3.35, train/loss=0.0252, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38723/40000 [3:02:48<06:13,  3.42it/s, train/grad_norm=1.39, train/loss=0.0143, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38724/40000 [3:02:49<05:47,  3.67it/s, train/grad_norm=1.39, train/loss=0.0143, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38724/40000 [3:02:49<05:47,  3.67it/s, train/grad_norm=3.69, train/loss=0.0311, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38725/40000 [3:02:49<05:28,  3.88it/s, train/grad_norm=3.69, train/loss=0.0311, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38725/40000 [3:02:49<05:28,  3.88it/s, train/grad_norm=3.34, train/loss=0.0314, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38726/40000 [3:02:49<05:16,  4.03it/s, train/grad_norm=3.34, train/loss=0.0314, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38726/40000 [3:02:49<05:16,  4.03it/s, train/grad_norm=1.41, train/loss=0.0208, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38727/40000 [3:02:49<05:07,  4.14it/s, train/grad_norm=1.41, train/loss=0.0208, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38727/40000 [3:02:49<05:07,  4.14it/s, train/grad_norm=4.33, train/loss=0.0319, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38728/40000 [3:02:50<05:01,  4.22it/s, train/grad_norm=4.33, train/loss=0.0319, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38728/40000 [3:02:50<05:01,  4.22it/s, train/grad_norm=3.25, train/loss=0.0219, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38729/40000 [3:02:50<04:56,  4.28it/s, train/grad_norm=3.25, train/loss=0.0219, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38729/40000 [3:02:50<04:56,  4.28it/s, train/grad_norm=2.35, train/loss=0.0361, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38730/40000 [3:02:50<06:35,  3.22it/s, train/grad_norm=2.35, train/loss=0.0361, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38730/40000 [3:02:50<06:35,  3.22it/s, train/grad_norm=0.85, train/loss=0.0151, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38731/40000 [3:02:51<08:04,  2.62it/s, train/grad_norm=0.85, train/loss=0.0151, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38731/40000 [3:02:51<08:04,  2.62it/s, train/grad_norm=2.42, train/loss=0.0191, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38732/40000 [3:02:51<07:28,  2.83it/s, train/grad_norm=2.42, train/loss=0.0191, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38732/40000 [3:02:51<07:28,  2.83it/s, train/grad_norm=3.56, train/loss=0.0257, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38733/40000 [3:02:51<06:39,  3.17it/s, train/grad_norm=3.56, train/loss=0.0257, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38733/40000 [3:02:51<06:39,  3.17it/s, train/grad_norm=1.68, train/loss=0.0169, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38734/40000 [3:02:52<06:06,  3.46it/s, train/grad_norm=1.68, train/loss=0.0169, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38734/40000 [3:02:52<06:06,  3.46it/s, train/grad_norm=1.42, train/loss=0.0278, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38735/40000 [3:02:52<05:42,  3.69it/s, train/grad_norm=1.42, train/loss=0.0278, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38735/40000 [3:02:52<05:42,  3.69it/s, train/grad_norm=2.56, train/loss=0.0248, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38736/40000 [3:02:52<05:25,  3.88it/s, train/grad_norm=2.56, train/loss=0.0248, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38736/40000 [3:02:52<05:25,  3.88it/s, train/grad_norm=0.881, train/loss=0.0194, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38737/40000 [3:02:52<05:15,  4.00it/s, train/grad_norm=0.881, train/loss=0.0194, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38737/40000 [3:02:52<05:15,  4.00it/s, train/grad_norm=3.08, train/loss=0.0265, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38738/40000 [3:02:52<05:06,  4.11it/s, train/grad_norm=3.08, train/loss=0.0265, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38738/40000 [3:02:52<05:06,  4.11it/s, train/grad_norm=2.45, train/loss=0.018, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38739/40000 [3:02:53<05:00,  4.20it/s, train/grad_norm=2.45, train/loss=0.018, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38739/40000 [3:02:53<05:00,  4.20it/s, train/grad_norm=3.19, train/loss=0.0419, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38740/40000 [3:02:53<06:16,  3.35it/s, train/grad_norm=3.19, train/loss=0.0419, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38740/40000 [3:02:53<06:16,  3.35it/s, train/grad_norm=1.37, train/loss=0.0144, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38741/40000 [3:02:54<07:38,  2.75it/s, train/grad_norm=1.37, train/loss=0.0144, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38741/40000 [3:02:54<07:38,  2.75it/s, train/grad_norm=1.39, train/loss=0.018, train/lr=4.84e-6] 
Steps:  97%|█████████▋| 38742/40000 [3:02:54<06:47,  3.09it/s, train/grad_norm=1.39, train/loss=0.018, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38742/40000 [3:02:54<06:47,  3.09it/s, train/grad_norm=2.1, train/loss=0.0183, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38743/40000 [3:02:54<06:10,  3.39it/s, train/grad_norm=2.1, train/loss=0.0183, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38743/40000 [3:02:54<06:10,  3.39it/s, train/grad_norm=0.726, train/loss=0.0116, train/lr=4.84e-6]
Steps:  97%|█████████▋| 38744/40000 [3:02:54<05:45,  3.64it/s, train/grad_norm=0.726, train/loss=0.0116, train/lr=4.84e-6]
